term,created_date,course_info,audience,section,question,Number of Responses,Course Mean,Dept. Mean,Univ. Mean,Course Median,Dept. Median,Univ. Median,count_5,count_4,count_3,count_2,count_1,comment_prompt,comments_json,demographics_json
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Related Questions: Ramkumar Hariharan,The instructor provided sufficient feedback.,3,4.67,4.55,4.52,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Related Questions: Ramkumar Hariharan,The instructor fairly evaluated my performance.,3,4.67,4.61,4.6,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Related Questions: Ramkumar Hariharan,The instructor was available to assist students outside of class.,3,4.67,4.57,4.6,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Related Questions: Ramkumar Hariharan,The instructor facilitated a respectful and inclusive learning environment.,3,4.67,4.67,4.66,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Related Questions: Ramkumar Hariharan,The instructor displayed enthusiasm for the course.,3,4.67,4.64,4.63,5.0,5.0,5.0,2,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Instructor Effectiveness: Ramkumar Hariharan,What is your overall rating of this instructor's teaching effectiveness?,3,5.0,4.59,4.6,5.0,5.0,5.0,3,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""It was amazing course to learn under professor Ram.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 3, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-03 Theory & Prac App AI Gen Model  (Ramkumar Hariharan),14,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 1, ""8-10"": 1, ""5-7"": 0, ""3-4"": 1, ""0-2"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,11,4.73,4.56,4.5,5.0,5.0,5.0,8,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,10,4.7,4.47,4.36,5.0,5.0,5.0,7,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,10,4.7,4.37,4.26,5.0,5.0,5.0,7,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,11,4.73,4.64,4.69,5.0,5.0,5.0,8,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,12,4.92,4.6,4.56,5.0,5.0,5.0,11,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,12,4.83,4.5,4.45,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Learning Related Questions,In-class sessions were helpful for learning.,12,4.83,4.49,4.29,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,12,4.67,4.51,4.36,5.0,5.0,5.0,8,4,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Learning Related Questions,This course was intellectually challenging.,12,4.67,4.46,4.38,5.0,5.0,5.0,9,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Learning Related Questions,I learned a lot in this course.,12,4.75,4.59,4.48,5.0,5.0,5.0,9,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor came to class prepared to teach.,12,4.83,4.65,4.6,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor used class time effectively.,12,4.83,4.61,4.51,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor clearly communicated ideas and information.,12,4.83,4.62,4.53,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor provided sufficient feedback.,12,4.83,4.55,4.52,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor fairly evaluated my performance.,12,4.83,4.61,4.6,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor was available to assist students outside of class.,12,4.83,4.57,4.6,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor facilitated a respectful and inclusive learning environment.,12,4.83,4.67,4.66,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Related Questions: Yizhen Zhao,The instructor displayed enthusiasm for the course.,12,4.83,4.64,4.63,5.0,5.0,5.0,10,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Instructor Effectiveness: Yizhen Zhao,What is your overall rating of this instructor's teaching effectiveness?,12,5.0,4.59,4.6,5.0,5.0,5.0,12,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""Online course env was very productive"", ""Very Good Course"", ""Good""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Comments,,,,,,,,,,,,,,What were the strengths of this course and/or this instructor?,"[""The professor is one of the best I’ve had. The classes were genuinely fun, and complex topics were explained in a simple, relatable way using real–life examples. You can tell a lot of effort goes into making the material understandable and engaging."", ""Professors effectively communicated her thoughts and made sure every student in her class not only enjoys the class but also learns something new and interseting in every upcoming lecture"", ""– Interactive class– Good class activities– In–depth knowledge of concepts– Good industry experience"", ""Confident, experienced, comfortable and interactive, knowledgable"", ""Very involved and gives good examples to make us learn"", ""The course is well structured and all the  codes which were demonstrated during the class are readily available in canvas. The professor has also provided enough external material like research papers, certification courses, books etc to learn the concepts and explore the subject in depth. The professor has also provided the drafts of the book, she is about to publish so it helped me to go through the concepts at my own pace before and after the class.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Comments,,,,,,,,,,,,,,What could the instructor do to make this course better?,"[""NA"", ""It was already good""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Comments,,,,,,,,,,,,,,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"[""The instructor has a remarkable ability to make complex material approachable and engaging. Her teaching style is clear, well–organized, and grounded in real–world examples that make abstract concepts easier to understand. She creates a classroom environment where students feel comfortable asking questions and participating. It’s clear she puts a lot of thought and effort into every lecture, and her passion for the subject really comes through. Her ability to simplify tough topics without oversimplifying them is a real strength."", ""– Interactive class– Good class activities– In–depth knowledge of concepts– Good industry experience"", ""More visual content to understanding the concepts would be even better."", ""She has very good knowledge the fields of artificial intelligence and finance. She gives a lot of practical examples and conducts games which are relevant to the course.""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Comments,,,,,,,,,,,,,,What I could have done to make this course better for myself.,"[""The course is the Best already."", ""NA"", ""I should have concentrated more understanding the transformers but I can still do that through the materials provided by professor""]",
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Demographics,How often did you attend this class both in-person and remotely?,,,,,,,,,,,,,,,"{""80-100%"": 12, ""60-80%"": 0, ""40-60%"": 0, ""20-40%"": 0, ""1-20%"": 0}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CSYE7380-04 Theory & Prac App AI Gen Model  (Yizhen Zhao),27,Demographics,The number of hours per week I devoted to this course outside scheduled class meeting times.,,,,,,,,,,,,,,,"{""More than 10"": 2, ""8-10"": 3, ""5-7"": 2, ""3-4"": 3, ""0-2"": 2}"
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Questions to Assess Students’ Online Experience,Online course materials were organized to help me navigate through the course week by week.,7,4.57,4.84,4.5,5.0,5.0,5.0,4,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Questions to Assess Students’ Online Experience,Online interactions with my instructor created a sense of connection in the virtual classroom.,7,4.43,4.79,4.36,5.0,5.0,5.0,4,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Questions to Assess Students’ Online Experience,Online course interactions created a sense of community and connection to my classmates.,7,3.86,4.42,4.26,4.0,5.0,5.0,3,1,2,1,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Questions to Assess Students’ Online Experience,I had the necessary computer skills and technology to successfully complete the course.,7,4.71,4.84,4.69,5.0,5.0,5.0,5,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Course Related Questions,The syllabus was accurate and helpful in delineating expectations and course outcomes.,7,4.43,4.82,4.56,4.0,5.0,5.0,3,4,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Course Related Questions,Required and additional course materials were helpful in achieving course outcomes.,7,4.43,4.73,4.45,4.0,5.0,5.0,3,4,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Learning Related Questions,In-class sessions were helpful for learning.,7,4.29,4.77,4.29,4.0,5.0,5.0,3,3,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Learning Related Questions,Out-of-class assignments and/or fieldwork were helpful for learning.,7,4.43,4.73,4.36,5.0,5.0,5.0,4,2,1,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Learning Related Questions,This course was intellectually challenging.,7,3.71,4.59,4.38,3.0,5.0,5.0,2,1,4,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Learning Related Questions,I learned a lot in this course.,7,4.29,4.77,4.48,5.0,5.0,5.0,4,1,2,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor came to class prepared to teach.,7,5.0,5.0,4.6,5.0,5.0,5.0,7,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor used class time effectively.,7,4.86,4.95,4.51,5.0,5.0,5.0,6,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor clearly communicated ideas and information.,7,5.0,5.0,4.53,5.0,5.0,5.0,7,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor provided sufficient feedback.,7,4.86,4.86,4.52,5.0,5.0,5.0,6,1,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor fairly evaluated my performance.,7,4.71,4.91,4.6,5.0,5.0,5.0,5,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor was available to assist students outside of class.,7,4.57,4.86,4.6,5.0,5.0,5.0,4,3,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor facilitated a respectful and inclusive learning environment.,7,4.71,4.91,4.66,5.0,5.0,5.0,5,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Related Questions: Kyle Courtney,The instructor displayed enthusiasm for the course.,7,5.0,5.0,4.63,5.0,5.0,5.0,7,0,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Instructor Effectiveness: Kyle Courtney,What is your overall rating of this instructor's teaching effectiveness?,7,4.71,4.91,4.6,5.0,5.0,5.0,5,2,0,0,0,,,
Full Summer 2025,"Monday, September 8, 2025",- TRACE report for CY5240-01 Cyberlaw  (Kyle Courtney),18,Comments,,,,,,,,,,,,,,Please comment on your experience of the online course environment in the open-ended text box.,"[""The instructor made sure to allow a healthy discussion every week, so it didn't feel like we're just hearing him talk about stuff and it felt like we were involved in it just as much as he was."", ""The online course environment was smooth and well–structured, which made it easy to stay engaged. Communication from the professor was clear and consistent, and the way they explained complex topics made the material much easier to grasp. Even in an online format, they created an interactive and welcoming space where questions were encouraged and feedback was thoughtful. Overall, it felt organized, supportive, and genuinely motivating."", ""Would have enjoyed more breakout rooms and group discussions. It was pretty much just 4 hours of lecture each week, unfortunately"", ""The online course environment has been both flexible and accessible, allowing me to engage with the material at my own pace""]",
